analysis_fs_hz,fold,subject,scenario,channel,window,evaluation,reference_rmssd_ms,predicted_rmssd_ms,reference_hr_bpm,predicted_hr_bpm,accepted_fraction,successive_pairs_n,quality_gate,sqi,sqi_spectral,sqi_hr_agreement,sqi_coverage,sqi_prominence,sqi_concentration_raw,sqi_gate_065,sqi_gate_075,rmssd30,rmssd60,hr30,hr60,base30,base60,sqi30,sqi60,cross_fs_consistent,gate_sqi065_consistency,gate_sqi075_consistency
60.000000000,2,subject12,sit,red,0,grouped_stable,36.071267841,38.163711244,90.225563910,92.542132211,0.978021978,86,True,0.582744162,0.444529838,0.532182273,0.934782609,0.419481929,0.350038427,False,False,33.135210004,38.163711244,92.551908116,92.542132211,True,True,0.610158319,0.582744162,False,False,False
60.000000000,2,subject12,sit,ir,1,grouped_stable,27.785661964,31.346104325,93.750000000,93.503884276,0.933333333,78,True,0.723077393,0.504355027,0.844314039,0.968085106,0.575555400,0.376959762,True,False,37.668607079,31.346104325,93.656680763,93.503884276,True,True,0.741173628,0.723077393,False,False,False
60.000000000,2,subject12,sit,red,1,grouped_stable,27.785661964,33.620109541,93.750000000,90.625361854,0.783783784,50,True,0.435642009,0.410552681,0.050768063,0.773333333,0.507913958,0.334748706,False,False,77.280878478,33.620109541,87.901296802,90.625361854,True,True,0.411968485,0.435642009,False,False,False
60.000000000,2,subject12,sit,ir,2,grouped_stable,35.406371053,36.872270360,90.225563910,90.979385681,1.000000000,90,True,0.754620274,0.760065320,0.818730753,0.956521739,0.483163284,0.492029394,True,True,35.817847496,36.87227036,91.802158023,90.979385681,True,True,0.753126566,0.754620274,True,True,True
60.000000000,2,subject12,sit,red,2,grouped_stable,35.406371053,41.934450297,90.225563910,91.925690221,0.966292135,82,True,0.691662923,0.433759275,0.818730753,0.977777778,0.536383884,0.345191674,True,False,41.724422844,41.934450297,91.083177905,91.925690221,True,True,0.690132977,0.691662923,True,True,False
60.000000000,2,subject12,sit,ir,3,grouped_stable,14.903196407,22.894641511,95.238095238,95.272062129,0.989361702,91,True,0.804414423,1.000000000,0.928965005,0.989473684,0.299219001,0.692496591,True,True,23.43478624,22.894641511,95.326377677,95.272062129,True,True,0.804744369,0.804414423,True,True,True
60.000000000,2,subject12,sit,red,3,grouped_stable,14.903196407,26.935635402,95.238095238,95.490002635,0.923076923,78,True,0.729080465,0.707990346,0.928965005,0.978723404,0.300643106,0.468595656,True,False,26.723384583,26.935635402,96.005544278,95.490002635,True,True,0.72244906,0.729080465,True,True,False
60.000000000,2,subject12,sit,ir,4,grouped_stable,37.155006466,,89.219330855,,0.420000000,10,False,0.582361632,0.281616998,0.670320046,0.944444444,0.433065040,0.276727649,False,False,,,,,False,False,0.664037039,0.582361632,False,False,False
60.000000000,2,subject12,sit,red,4,grouped_stable,37.155006466,,89.219330855,,0.461538462,13,False,0.459701516,0.349825061,0.461564105,0.867924528,0.159492367,0.307421278,False,False,,,,,False,False,0.477188034,0.459701516,False,False,False
60.000000000,2,subject12,sleep,ir,0,grouped_stable,28.331372481,29.093011134,75.949367089,74.387820783,0.947368421,69,True,0.741286355,0.703838479,0.740818221,0.935064935,0.585423786,0.466727316,True,False,32.465822646,29.093011134,74.31463939,74.387820783,True,True,0.743155784,0.741286355,True,True,False
60.000000000,2,subject12,sleep,red,0,grouped_stable,28.331372481,34.113147125,75.949367089,75.010737682,0.933333333,66,True,0.579988937,0.182797573,0.740818221,0.947368421,0.448971532,0.232258908,False,False,35.969610884,34.113147125,76.44649749,75.010737682,True,True,0.571516334,0.579988937,True,False,False
60.000000000,2,subject12,sleep,ir,1,grouped_stable,27.463009075,22.827609316,83.623693380,83.433059181,1.000000000,83,True,0.941875228,1.000000000,0.972478826,0.988235294,0.806786792,0.817797493,True,True,21.43533697,22.827609316,83.402266397,83.433059181,True,True,0.920300881,0.941875228,True,True,True
60.000000000,2,subject12,sleep,red,1,grouped_stable,27.463009075,28.947253986,83.623693380,83.798516047,1.000000000,83,True,0.899437712,1.000000000,0.972478826,0.988235294,0.637036730,0.770011449,True,True,30.608494992,28.947253986,84.622435522,83.798516047,True,True,0.848212989,0.899437712,True,True,True
60.000000000,2,subject12,sleep,ir,2,grouped_stable,21.678110531,16.074981294,84.507042254,84.800156237,1.000000000,83,True,0.937121811,1.000000000,0.931845514,0.988235294,0.828406437,0.856200090,True,True,16.546977986,16.074981294,84.942533229,84.800156237,True,True,0.908511923,0.937121811,True,True,True
60.000000000,2,subject12,sleep,red,2,grouped_stable,21.678110531,29.023740667,84.507042254,84.757503164,1.000000000,83,True,0.901688273,1.000000000,0.931845514,0.988235294,0.686672283,0.823765096,True,True,27.473932674,29.023740667,85.005150307,84.757503164,True,True,0.876068176,0.901688273,True,True,True
60.000000000,2,subject12,sleep,ir,3,grouped_stable,32.153405160,40.631483277,81.081081081,81.335086581,0.876543210,63,True,0.826707425,0.785336497,0.981982474,1.000000000,0.539510729,0.503401424,True,True,43.221402088,40.631483277,81.317387026,81.335086581,True,True,0.820592765,0.826707425,True,True,True
60.000000000,2,subject12,sleep,red,3,grouped_stable,32.153405160,57.718704775,81.081081081,82.953224995,0.807692308,52,True,0.640055262,0.286478639,0.981982474,0.963414634,0.328345301,0.278915387,False,False,54.121027306,57.718704775,83.810337428,82.953224995,True,True,0.594770709,0.640055262,True,False,False
60.000000000,2,subject12,sleep,ir,4,grouped_stable,30.271406057,,81.081081081,,0.026315789,0,False,0.760376415,0.740191564,1.000000000,0.975000000,0.326314095,0.483086204,False,False,,,,,False,False,0.760608795,0.760376415,False,False,False
60.000000000,2,subject12,sleep,red,4,grouped_stable,30.271406057,,81.081081081,,0.100000000,0,False,0.736159060,0.892127851,0.695143928,0.975609756,0.381754706,0.551457533,False,False,,,,,False,False,0.742550278,0.73615906,False,False,False
60.000000000,2,subject7,sit,ir,0,grouped_stable,44.377413610,43.529613419,62.827225131,62.686586977,1.000000000,61,True,0.906129995,1.000000000,0.919237712,0.984375000,0.720907268,0.852702927,True,True,35.866645158,43.529613419,62.977516423,62.686586977,True,True,0.924839697,0.906129995,False,False,False
60.000000000,2,subject7,sit,red,0,grouped_stable,44.377413610,47.929994355,62.827225131,62.672350408,1.000000000,61,True,0.912626262,1.000000000,0.919237712,0.984375000,0.746892335,0.859469097,True,True,36.511997844,47.929994355,62.885219247,62.672350408,True,True,0.908200451,0.912626262,False,False,False
60.000000000,2,subject7,sit,ir,1,grouped_stable,43.166033540,38.530298163,62.500000000,62.398885305,1.000000000,61,True,0.954753534,1.000000000,0.940945964,0.984126984,0.893941187,0.813318619,True,True,38.560696904,38.530298163,62.384105595,62.398885305,True,True,0.967010691,0.954753534,True,True,True
60.000000000,2,subject7,sit,red,1,grouped_stable,43.166033540,40.188313842,62.500000000,62.271613162,0.983870968,59,True,0.961726298,1.000000000,0.993127175,0.984126984,0.869651035,0.811154643,True,True,46.964472222,40.188313842,62.358219955,62.271613162,True,True,0.96348872,0.961726298,False,False,False
60.000000000,2,subject7,sit,ir,2,grouped_stable,32.240550941,28.517144030,64.516129032,64.223731947,1.000000000,63,True,0.937359361,1.000000000,0.971832875,0.984615385,0.792989184,0.865425890,True,True,28.699370739,28.51714403,64.218841465,64.223731947,True,True,0.940107046,0.937359361,True,True,True
60.000000000,2,subject7,sit,red,2,grouped_stable,32.240550941,29.109224341,64.516129032,63.999283395,1.000000000,63,True,0.930698209,1.000000000,0.971832875,0.984615385,0.766344577,0.866481388,True,True,29.256301931,29.109224341,63.992656176,63.999283395,True,True,0.929943575,0.930698209,True,True,True
60.000000000,2,subject7,sit,ir,3,grouped_stable,28.005862926,27.469095820,67.415730337,67.319121733,1.000000000,66,True,0.922051609,1.000000000,0.824933229,0.970588235,0.892684972,0.826395444,True,True,27.366952957,27.46909582,67.280431191,67.319121733,True,True,0.948900116,0.922051609,True,True,True
60.000000000,2,subject7,sit,red,3,grouped_stable,28.005862926,27.957516674,67.415730337,67.417925750,1.000000000,66,True,0.918250489,1.000000000,0.824933229,0.970588235,0.877480493,0.825867482,True,True,27.884893294,27.957516674,67.365514038,67.41792575,True,True,0.946142688,0.918250489,True,True,True
60.000000000,2,subject7,sit,ir,4,grouped_stable,31.094744200,27.968384177,76.433121019,76.303502884,1.000000000,76,True,0.811543157,1.000000000,0.740818221,0.923076923,0.582277486,0.776924237,True,True,27.963245888,27.968384177,76.308153234,76.303502884,True,True,0.813033047,0.811543157,True,True,True
60.000000000,2,subject7,sit,red,4,grouped_stable,31.094744200,29.297768205,76.433121019,76.442207116,1.000000000,76,True,0.775216398,1.000000000,0.631552334,0.923076923,0.546236335,0.762559334,True,True,29.653181303,29.297768205,76.468923965,76.442207116,True,True,0.803537357,0.775216398,True,True,True
60.000000000,2,subject7,sleep,ir,0,grouped_stable,23.561558922,21.405930376,68.571428571,68.451732318,1.000000000,66,True,0.955456564,1.000000000,0.884195645,1.000000000,0.937630610,0.785036006,True,True,21.42183398,21.405930376,68.38954504,68.451732318,True,True,0.956576524,0.955456564,True,True,True
60.000000000,2,subject7,sleep,red,0,grouped_stable,23.561558922,22.133532274,68.571428571,68.525108775,1.000000000,66,True,0.985060592,1.000000000,0.992481239,1.000000000,0.947761131,0.794943197,True,True,22.043270483,22.133532274,68.55824228,68.525108775,True,True,0.957756419,0.985060592,True,True,True
60.000000000,2,subject7,sleep,ir,1,grouped_stable,24.178820993,38.462311780,61.224489796,61.047217124,0.796296296,40,True,0.625789747,0.790521742,0.165298888,0.763636364,0.783701993,0.505734784,False,False,45.68126435,38.46231178,61.371161192,61.047217124,True,True,0.609186974,0.625789747,False,False,False
60.000000000,2,subject7,sleep,red,1,grouped_stable,24.178820993,39.343733008,61.224489796,61.530793491,0.711538462,32,True,0.625309375,0.842514652,0.165298888,0.792452830,0.700971129,0.529131593,False,False,,39.343733008,,61.530793491,False,True,0.618813778,0.625309375,False,False,False
60.000000000,2,subject7,sleep,ir,2,grouped_stable,22.057616860,21.201112910,65.217391304,65.244646171,1.000000000,64,True,0.933732892,1.000000000,0.946915466,1.000000000,0.788016101,0.815721394,True,True,73.322463611,21.20111291,65.521172682,65.244646171,True,True,0.934173019,0.933732892,False,False,False
60.000000000,2,subject7,sleep,red,2,grouped_stable,22.057616860,26.704557949,65.217391304,65.353048385,1.000000000,64,True,0.938378115,1.000000000,0.946915466,1.000000000,0.806596995,0.822780128,True,True,26.598508818,26.704557949,65.380248838,65.353048385,True,True,0.911002881,0.938378115,True,True,True
60.000000000,2,subject7,sleep,ir,3,grouped_stable,26.537469513,20.701029067,59.113300493,59.043216006,1.000000000,57,True,0.878045994,1.000000000,0.903355293,0.983050847,0.625777834,0.851054916,True,True,21.667545153,20.701029067,59.003274189,59.043216006,True,True,0.875794032,0.878045994,True,True,True
60.000000000,2,subject7,sleep,red,3,grouped_stable,26.537469513,26.918019798,59.113300493,59.075372014,1.000000000,57,True,0.868335743,1.000000000,0.903355293,0.983050847,0.586936829,0.871083565,True,True,47.797816927,26.918019798,59.240026427,59.075372014,True,True,0.851601205,0.868335743,False,False,False
60.000000000,2,subject7,sleep,ir,4,grouped_stable,32.973818815,45.245855432,56.603773585,56.753076369,0.927272727,47,True,0.885216414,1.000000000,0.892003061,1.000000000,0.648862593,0.806193905,True,True,18.962112749,45.245855432,56.707717425,56.753076369,True,True,0.90174942,0.885216414,False,False,False
60.000000000,2,subject7,sleep,red,4,grouped_stable,32.973818815,21.415862502,56.603773585,56.844601224,1.000000000,55,True,0.892914767,1.000000000,0.975309912,0.982456140,0.613893016,0.822028102,True,True,20.094522939,21.415862502,56.780305864,56.844601224,True,True,0.892021869,0.892914767,True,True,True
60.000000000,3,subject11,sit,ir,0,grouped_stable,42.987798498,32.279363790,64.690026954,65.151576033,0.968253968,58,True,0.870285051,1.000000000,0.864629191,1.000000000,0.616511013,0.745158707,True,True,31.98449537,32.27936379,65.122984192,65.151576033,True,True,0.893991043,0.870285051,True,True,True
60.000000000,3,subject11,sit,red,0,grouped_stable,42.987798498,33.158316338,64.690026954,65.169669816,0.968253968,58,True,0.880813521,1.000000000,0.946915466,0.969696970,0.606641649,0.768697675,True,True,32.617401713,33.158316338,65.078622579,65.169669816,True,True,0.854970188,0.880813521,True,True,True
60.000000000,3,subject11,sit,ir,1,grouped_stable,37.919372198,32.212345595,70.175438596,70.495252647,0.985507246,66,True,0.929565776,1.000000000,0.942873144,1.000000000,0.775389962,0.743573800,True,True,29.872868481,32.212345595,70.997328574,70.495252647,True,True,0.906364271,0.929565776,True,True,True
60.000000000,3,subject11,sit,red,1,grouped_stable,37.919372198,40.010916120,70.175438596,70.839782642,1.000000000,69,True,0.909943341,1.000000000,0.942873144,0.985915493,0.710984728,0.714168002,True,True,40.384545019,40.01091612,70.831360232,70.839782642,True,True,0.879042364,0.909943341,True,True,True
60.000000000,3,subject11,sit,ir,2,grouped_stable,30.080737130,37.258534858,67.039106145,67.907945736,1.000000000,66,True,0.885661048,1.000000000,0.992481239,1.000000000,0.550162954,0.849090949,True,True,84.770867127,37.258534858,68.370123256,67.907945736,True,True,0.885782171,0.885661048,False,False,False
60.000000000,3,subject11,sit,red,2,grouped_stable,30.080737130,54.917487698,67.039106145,67.240299504,0.954545455,59,True,0.883142027,1.000000000,0.992481239,0.985294118,0.554792752,0.811759209,True,True,55.606437892,54.917487698,68.040525113,67.240299504,True,True,0.849001317,0.883142027,True,True,True
60.000000000,3,subject11,sit,ir,3,grouped_stable,37.564152776,35.978573978,66.115702479,66.529141992,0.920634921,53,True,0.876249961,1.000000000,0.946915466,0.969696970,0.588387407,0.707772081,True,True,37.89473906,35.978573978,66.332897415,66.529141992,True,True,0.872899707,0.876249961,True,True,True
60.000000000,3,subject11,sit,red,3,grouped_stable,37.564152776,55.359279408,66.115702479,66.526671739,0.906250000,53,True,0.868589912,1.000000000,0.946915466,0.984848485,0.542595699,0.634509761,True,True,70.113319621,55.359279408,66.766238867,66.526671739,True,True,0.871995882,0.868589912,False,False,False
60.000000000,3,subject11,sit,ir,4,grouped_stable,34.899409021,38.915084013,65.934065934,65.925149185,0.984375000,61,True,0.881788919,1.000000000,0.946915466,0.984848485,0.595391725,0.791266006,True,True,101.305455982,38.915084013,65.868468146,65.925149185,True,True,0.878603439,0.881788919,False,False,False
60.000000000,3,subject11,sit,red,4,grouped_stable,34.899409021,56.048621731,65.934065934,65.731367847,0.953125000,59,True,0.888903232,1.000000000,0.946915466,0.984848485,0.623848979,0.758458399,True,True,57.249505379,56.048621731,65.698089354,65.731367847,True,True,0.889144353,0.888903232,True,True,True
60.000000000,3,subject11,sleep,ir,0,grouped_stable,58.094750193,43.825943833,63.492063492,64.730771044,0.876923077,49,True,0.850225248,0.970967762,0.971832875,0.969696970,0.488403386,0.586935493,True,True,56.32114877,43.825943833,65.065273099,64.730771044,True,True,0.839077957,0.850225248,False,False,False
60.000000000,3,subject11,sleep,red,0,grouped_stable,58.094750193,54.180108920,63.492063492,63.759736703,0.854838710,45,True,0.807211739,0.926196666,0.919237712,0.984375000,0.399037578,0.566788500,True,True,54.527865204,54.18010892,63.656330074,63.759736703,True,True,0.804906125,0.807211739,True,True,True
60.000000000,3,subject11,sleep,ir,1,grouped_stable,30.291790845,24.962628632,54.298642534,54.614210365,1.000000000,52,True,0.874788569,1.000000000,0.946915466,1.000000000,0.552238812,0.800925406,True,True,24.883822878,24.962628632,54.557574208,54.614210365,True,True,0.875665038,0.874788569,True,True,True
60.000000000,3,subject11,sleep,red,1,grouped_stable,30.291790845,24.902673085,54.298642534,54.599137073,1.000000000,52,True,0.869936147,1.000000000,0.946915466,1.000000000,0.532829123,0.783509928,True,True,24.6773603,24.902673085,54.553435043,54.599137073,True,True,0.870412317,0.869936147,True,True,True
60.000000000,3,subject11,sleep,ir,2,grouped_stable,37.048873770,57.137382508,62.500000000,62.953132566,0.901639344,50,True,0.572064774,0.254332139,0.665713054,0.935483871,0.432730031,0.264449463,False,False,54.999340586,57.137382508,62.933410717,62.953132566,True,True,0.574552623,0.572064774,True,False,False
60.000000000,3,subject11,sleep,red,2,grouped_stable,37.048873770,45.645518863,62.500000000,63.335426112,0.821428571,40,True,0.602255610,0.148096131,0.739563660,0.982758621,0.538604026,0.216643259,False,False,69.988059065,45.645518863,64.201460032,63.335426112,True,True,0.571109899,0.60225561,False,False,False
60.000000000,3,subject11,sleep,ir,3,grouped_stable,31.472209964,,51.063829787,,0.180000000,2,False,0.919797150,1.000000000,0.899080254,0.980392157,0.799716190,0.837617920,False,False,,,,,False,False,0.913158877,0.91979715,False,False,False
60.000000000,3,subject11,sleep,red,3,grouped_stable,31.472209964,,51.063829787,,0.140000000,3,False,0.919894767,1.000000000,0.866877900,0.980392157,0.832309012,0.830993186,False,False,,,,,False,False,0.922056707,0.919894767,False,False,False
60.000000000,3,subject11,sleep,ir,4,grouped_stable,33.431228796,,52.401746725,,0.549019608,24,False,0.894449513,1.000000000,0.982759051,1.000000000,0.595039001,0.809456900,False,False,28.197963503,,52.595932326,,True,False,0.882613575,0.894449513,False,False,False
60.000000000,3,subject11,sleep,red,4,grouped_stable,33.431228796,,52.401746725,,0.673076923,30,False,0.875341460,1.000000000,0.982759051,0.981132075,0.537474711,0.745616124,False,False,78.805991297,,52.726211874,,True,False,0.854533166,0.87534146,False,False,False
60.000000000,3,subject6,sit,ir,0,grouped_stable,75.451471346,66.546691790,54.054054054,53.973547680,0.943396226,46,True,0.969179040,1.000000000,0.973492000,1.000000000,0.903224159,0.758849482,True,True,64.687721308,66.54669179,54.084890956,53.97354768,True,True,0.961454453,0.96917904,True,True,True
60.000000000,3,subject6,sit,red,0,grouped_stable,75.451471346,66.876545522,54.054054054,53.959453806,0.981132075,50,True,0.963267504,1.000000000,0.973492000,1.000000000,0.879578014,0.718818428,True,True,65.541949824,66.876545522,53.934617287,53.959453806,True,True,0.957693063,0.963267504,True,True,True
60.000000000,3,subject6,sit,ir,1,grouped_stable,95.559910154,98.336636187,58.679706601,57.846362744,1.000000000,58,True,0.862432755,1.000000000,0.813465622,0.933333333,0.702932067,0.668413824,True,True,97.935861641,98.336636187,57.995171182,57.846362744,True,True,0.857212777,0.862432755,True,True,True
60.000000000,3,subject6,sit,red,1,grouped_stable,95.559910154,82.980868434,58.679706601,58.939071557,0.966101695,54,True,0.832415209,1.000000000,0.813465622,0.933333333,0.582861881,0.642331230,True,True,84.218078734,82.980868434,58.969276029,58.939071557,True,True,0.831038372,0.832415209,True,True,True
60.000000000,3,subject6,sit,ir,2,grouped_stable,49.197259785,35.555509174,54.794520548,54.717683966,1.000000000,52,True,0.918439746,1.000000000,0.946915466,1.000000000,0.726843518,0.752634395,True,True,35.380552732,35.555509174,54.732711735,54.717683966,True,True,0.919207557,0.918439746,True,True,True
60.000000000,3,subject6,sit,red,2,grouped_stable,49.197259785,57.416647355,54.794520548,54.680414860,0.962962963,50,True,0.888925276,1.000000000,0.946915466,0.981818182,0.626967456,0.698975719,True,True,69.861501957,57.416647355,54.743501399,54.68041486,True,True,0.893736913,0.888925276,False,False,False
60.000000000,3,subject6,sit,ir,3,grouped_stable,61.974715688,68.960776830,54.298642534,54.216510543,0.981481481,51,True,0.861540470,1.000000000,0.973492000,0.981818182,0.490851696,0.705138652,True,True,67.961883121,68.96077683,54.251170994,54.216510543,True,True,0.856226825,0.86154047,True,True,True
60.000000000,3,subject6,sit,red,3,grouped_stable,61.974715688,65.661255028,54.298642534,54.215091412,0.981481481,51,True,0.837104209,1.000000000,0.986557336,0.981818182,0.380041318,0.636116085,True,True,66.378015368,65.661255028,54.252770331,54.215091412,True,True,0.82517048,0.837104209,True,True,True
60.000000000,3,subject6,sit,ir,4,grouped_stable,49.882214206,,52.401746725,,0.461538462,20,False,0.898300571,1.000000000,0.982759051,0.981132075,0.629311156,0.774640807,False,False,,,,,False,False,0.884737528,0.898300571,False,False,False
60.000000000,3,subject6,sit,red,4,grouped_stable,49.882214206,,52.401746725,,0.538461538,21,False,0.896683111,1.000000000,0.982759051,0.981132075,0.622841319,0.714889559,False,False,,,,,False,False,0.897151979,0.896683111,False,False,False
60.000000000,3,subject6,sleep,ir,0,grouped_stable,62.931529129,51.008605211,54.545454545,54.732782384,1.000000000,52,True,0.948316516,1.000000000,0.946915466,1.000000000,0.846350598,0.833231013,True,True,51.091453468,51.008605211,54.723275509,54.732782384,True,True,0.947154993,0.948316516,True,True,True
60.000000000,3,subject6,sleep,red,0,grouped_stable,62.931529129,51.777672700,54.545454545,54.631662062,1.000000000,52,True,0.946184625,1.000000000,0.946915466,1.000000000,0.837823033,0.806158876,True,True,52.150574826,51.7776727,54.609803685,54.631662062,True,True,0.940612954,0.946184625,True,True,True
60.000000000,3,subject6,sleep,ir,1,grouped_stable,68.560425282,,50.209205021,,0.520000000,22,False,0.899322502,1.000000000,1.000000000,0.980392157,0.616897850,0.780782445,False,False,,,,,False,False,0.904310756,0.899322502,False,False,False
60.000000000,3,subject6,sleep,red,1,grouped_stable,68.560425282,,50.209205021,,0.540000000,22,False,0.917024757,1.000000000,1.000000000,0.980392157,0.687706870,0.741267572,False,False,,,,,False,False,0.926248682,0.917024757,False,False,False
60.000000000,3,subject6,sleep,ir,2,grouped_stable,93.910323906,,50.739957717,,0.600000000,25,False,0.908091189,1.000000000,0.878466536,0.980769231,0.773128989,0.746197899,False,False,,,,,False,False,0.906904831,0.908091189,False,False,False
60.000000000,3,subject6,sleep,red,2,grouped_stable,93.910323906,,50.739957717,,0.600000000,24,False,0.921699505,1.000000000,0.878466536,0.980769231,0.827562253,0.718999389,False,False,,,,,False,False,0.920739635,0.921699505,False,False,False
60.000000000,3,subject6,sleep,ir,3,grouped_stable,88.673558629,,50.632911392,,0.480000000,18,False,0.942846603,1.000000000,0.931999934,0.980392157,0.858994320,0.778763059,False,False,,,,,False,False,0.95759371,0.942846603,False,False,False
60.000000000,3,subject6,sleep,red,3,grouped_stable,88.673558629,,50.632911392,,0.620000000,27,False,0.955455743,1.000000000,0.965639179,0.980392157,0.875791637,0.762495205,False,False,,,,,False,False,0.960006466,0.955455743,False,False,False
60.000000000,3,subject6,sleep,ir,4,grouped_stable,76.150746354,108.702643891,52.173913043,53.145758200,0.792452830,39,True,0.853081506,1.000000000,0.982759051,0.962962963,0.466604011,0.787801617,True,True,76.553895319,108.702643891,53.246802526,53.1457582,True,True,0.836196772,0.853081506,False,False,False
60.000000000,3,subject6,sleep,red,4,grouped_stable,76.150746354,,52.173913043,,0.660377358,28,False,0.872858455,1.000000000,0.982759051,0.962962963,0.545711806,0.778255390,False,False,105.689120376,,53.100880825,,True,False,0.86210412,0.872858455,False,False,False
60.000000000,4,subject10,sit,ir,0,grouped_stable,29.265704869,34.809700812,83.044982699,84.186081860,1.000000000,81,True,0.803578138,0.563044920,0.972478826,0.988095238,0.690693566,0.403370214,True,True,35.568773918,34.809700812,84.235811036,84.18608186,True,True,0.762571814,0.803578138,True,True,True
60.000000000,4,subject10,sit,red,0,grouped_stable,29.265704869,39.575178208,83.044982699,84.819261695,0.952380952,76,True,0.748061553,0.382276200,0.972478826,0.988235294,0.649255892,0.322024290,True,False,39.645290935,39.575178208,84.996382148,84.819261695,True,True,0.700766109,0.748061553,True,True,False
60.000000000,4,subject10,sit,ir,1,grouped_stable,33.983380201,49.525313957,78.175895765,78.454755682,0.855263158,58,True,0.721619219,0.514450498,0.797648738,0.987012987,0.587364652,0.381502724,True,False,50.09639731,49.525313957,78.433449535,78.454755682,True,True,0.717437228,0.721619219,True,True,False
60.000000000,4,subject10,sit,red,1,grouped_stable,33.983380201,67.612856521,78.175895765,79.431052500,0.840000000,53,True,0.659422851,0.306576388,0.797648738,1.000000000,0.533466279,0.287959375,True,False,76.127897103,67.612856521,80.636014538,79.4310525,True,True,0.643562652,0.659422851,False,False,False
60.000000000,4,subject10,sit,ir,2,grouped_stable,30.658360441,107.706942624,78.431372549,78.956989783,0.835616438,52,True,0.734271339,0.592711998,0.771379763,1.000000000,0.572993595,0.416720399,True,False,63.215695874,107.706942624,79.917694379,78.956989783,True,True,0.72760857,0.734271339,False,False,False
60.000000000,4,subject10,sit,red,2,grouped_stable,30.658360441,68.069134925,78.431372549,80.218477921,0.868421053,57,True,0.620685010,0.346282956,0.653059552,0.961038961,0.522358571,0.305827330,False,False,62.564474158,68.069134925,80.418404111,80.218477921,True,True,0.61546731,0.62068501,True,False,False
60.000000000,4,subject10,sit,ir,3,grouped_stable,55.305213739,,77.419354839,,0.625000000,18,False,0.450794483,0.152088154,0.355238802,0.816326531,0.479524444,0.218439669,False,False,,,,,False,False,0.426571652,0.450794483,False,False,False
60.000000000,4,subject10,sit,red,3,grouped_stable,55.305213739,,77.419354839,,0.479166667,13,False,0.448683921,0.161694450,0.380786190,0.816326531,0.435928513,0.222762502,False,False,,,,,False,False,0.453533716,0.448683921,False,False,False
60.000000000,4,subject10,sit,ir,4,grouped_stable,29.097537124,36.888665087,77.419354839,78.166699807,0.986842105,73,True,0.889490285,1.000000000,0.797648738,0.987012987,0.773299416,0.687676488,True,True,41.748441328,36.888665087,78.126443437,78.166699807,True,True,0.887235505,0.889490285,True,True,True
60.000000000,4,subject10,sit,red,4,grouped_stable,29.097537124,43.581361374,77.419354839,77.581236065,0.961038961,71,True,0.902803817,0.973780199,0.942165370,0.974358974,0.720910727,0.588201089,True,True,46.455679785,43.581361374,77.534425394,77.581236065,True,True,0.865372458,0.902803817,True,True,True
60.000000000,4,subject10,sleep,ir,0,grouped_stable,51.968496589,49.255514106,70.588235294,70.248307890,1.000000000,68,True,0.950682012,1.000000000,0.942873144,1.000000000,0.859854906,0.641413370,True,True,49.401742754,49.255514106,70.26491973,70.24830789,True,True,0.94684446,0.950682012,True,True,True
60.000000000,4,subject10,sleep,red,0,grouped_stable,51.968496589,49.545692137,70.588235294,70.296126905,1.000000000,68,True,0.950058061,1.000000000,0.942873144,1.000000000,0.857359102,0.647904492,True,True,49.800277032,49.545692137,70.339064342,70.296126905,True,True,0.948910119,0.950058061,True,True,True
60.000000000,4,subject10,sleep,ir,1,grouped_stable,53.266200687,64.909607307,66.481994460,66.399824164,0.968750000,59,True,0.912684668,0.973477126,0.875173319,0.955882353,0.846205874,0.588064707,True,True,61.540590977,64.909607307,66.379084398,66.399824164,True,True,0.912782049,0.912684668,True,True,True
60.000000000,4,subject10,sleep,red,1,grouped_stable,53.266200687,67.991219238,66.481994460,66.411211658,0.937500000,57,True,0.903334707,0.950572539,0.875173319,0.955882353,0.831710615,0.577757643,True,True,64.509288122,67.991219238,66.457595731,66.411211658,True,True,0.904008047,0.903334707,True,True,True
60.000000000,4,subject10,sleep,ir,2,grouped_stable,71.291346883,65.863775052,62.827225131,62.963028927,0.966666667,56,True,0.875008567,1.000000000,0.919237712,0.953125000,0.627671557,0.671600447,True,True,66.529369391,65.863775052,62.933848581,62.963028927,True,True,0.850666452,0.875008567,True,True,True
60.000000000,4,subject10,sleep,red,2,grouped_stable,71.291346883,61.485828671,62.827225131,63.693603410,0.934426230,54,True,0.876708658,1.000000000,0.919237712,0.968750000,0.618846920,0.678602315,True,True,66.543569522,61.485828671,62.934327057,63.69360341,True,True,0.849694561,0.876708658,True,True,True
60.000000000,4,subject10,sleep,ir,3,grouped_stable,43.982606755,39.523363342,69.970845481,69.775077882,0.985294118,65,True,0.944449466,1.000000000,0.884195645,0.985507246,0.908094973,0.623895176,True,True,43.092147231,39.523363342,69.881150733,69.775077882,True,True,0.936399967,0.944449466,True,True,True
60.000000000,4,subject10,sleep,red,3,grouped_stable,43.982606755,42.233271460,69.970845481,69.549557579,1.000000000,67,True,0.913012008,1.000000000,0.771959239,0.985507246,0.894581545,0.613195640,True,True,41.52108995,42.23327146,69.590953239,69.549557579,True,True,0.934791952,0.913012008,True,True,True
