channel,subjects_n,accepted_n,rmssd_n,rmssd_mae,rmssd_rmse,rmssd_bias,rmssd_pearson,rmssd_ccc,hr_n,hr_mae,hr_rmse,hr_bias,hr_pearson,hr_ccc
pleth_1,22,15,15,4.485958340486023,7.895366282441717,-0.5916235229262522,0.8675482883552925,0.8266895508627079,15,0.3298212650229298,0.615693532412894,-0.2097807393228294,0.9990137732503119,0.9988406832897363
pleth_2,22,20,20,5.06516389231213,6.865907776539625,-1.1919984216272472,0.8178859099351865,0.8120861710066561,20,0.21152817561532303,0.3311070016400087,0.055725729280217,0.9997154834108719,0.999665403634864
pleth_3,22,19,19,4.187497740793848,6.860086160125804,-0.5267757654352212,0.8378901696375267,0.8331211232624816,19,0.26068536164317335,0.38478543032290624,0.0893849838374243,0.9995953258348701,0.9995640220220873
